n,T,true_parameter,estimator_mean,estimator_variance
250,0,4,4.1243456,0.01587960984320001
250,1,4,4.1011232,0.0159334050944
250,2,4,3.9261207999999996,0.0142485180608
250,3,4,3.9421871999999993,0.015379194649600008
250,4,4,3.8243863999999994,0.012874061574399997
250,5,4,3.8537128000000003,0.014455878496
250,6,4,4.0333728,0.013584160460800002
250,7,4,3.9673287999999998,0.016767239251200005
250,8,4,4.1827760000000005,0.016300368499199996
250,9,4,4.0796216,0.0143689675712
250,10,4,4.0396816,0.017832394176000008
250,11,4,4.0507,0.017513286252799996
250,12,4,4.172292,0.0163474468288
250,13,4,3.9907583999999994,0.0133825158528
250,14,4,4.166636800000001,0.015302850368000004
250,15,4,4.1478424,0.014869861471999998
250,16,4,3.9079783999999997,0.014178759724799993
250,17,4,3.9464224000000003,0.015496078284799996
250,18,4,4.0130352,0.0167864523136
250,19,4,4.0383496,0.013797151430399992
250,20,4,3.9745272,0.015647434387200003
250,21,4,3.9310408000000003,0.015257424902399997
250,22,4,4.145449600000001,0.017184125043200004
250,23,4,4.0286576,0.013122157862400003
250,24,4,4.117596,0.017667938259200006
250,25,4,4.1028224,0.014896437555200004
250,26,4,4.0217528,0.0160906146624
250,27,4,4.152850399999999,0.01626098463359999
250,28,4,3.7198991999999995,0.0143557371392
250,29,4,4.128734400000001,0.016147084479999997
250,30,4,4.212003999999999,0.014916610195199997
250,31,4,3.9923263999999996,0.016084994675199995
250,32,4,3.8186896000000004,0.0164233007616
250,33,4,3.7449239999999997,0.0155031121984
250,34,4,3.9099264,0.015718999679999995
250,35,4,4.168348,0.01594486352000001
250,36,4,3.8689136,0.014622570905600004
250,37,4,4.1899856,0.014028506432000001
250,38,4,4.3154576,0.016324910374400006
250,39,4,3.7213072000000005,0.013593173951999998
250,40,4,3.8479328,0.013048976575999998
250,41,4,3.9487415999999995,0.017446521337600007
250,42,4,3.7386472,0.015182745414399994
250,43,4,3.9078168,0.013522144928
250,44,4,3.964868,0.014134897631999998
250,45,4,4.1323,0.012255579539200003
250,46,4,4.0536672000000005,0.016484031411199997
250,47,4,3.922615999999999,0.0163389128192
250,48,4,3.908164,0.014223003091199995
250,49,4,3.8896576000000005,0.012277174963199996
250,50,4,3.8964232,0.01575172380800001
250,51,4,3.9184744,0.014667560044800002
250,52,4,4.0511448,0.014994107308799992
250,53,4,4.0861328,0.015176883008000002
250,54,4,3.931432,0.017663963071999987
250,55,4,4.264896,0.0197479335296
250,56,4,4.0951976000000005,0.019055656723199997
250,57,4,3.8812168,0.016076288172799998
250,58,4,3.9191768000000002,0.014499580755200006
250,59,4,3.8540135999999996,0.015487490067199997
250,60,4,3.9315327999999994,0.011906573248000003
250,61,4,4.0345352,0.016302866643199996
250,62,4,4.129596,0.014947881196800003
250,63,4,4.2327552,0.0158887334528
250,64,4,4.1292928,0.016955921113600007
250,65,4,3.9970456000000008,0.015011561286400004
250,66,4,3.9590104000000004,0.017139570463999994
250,67,4,3.8786248,0.0150228211776
250,68,4,3.96378,0.01709693641599999
250,69,4,3.8443808000000006,0.014831038873599997
250,70,4,3.9965392,0.015276684876800001
250,71,4,3.8030968,0.014893064172799998
250,72,4,4.2168992,0.013574075110400003
250,73,4,4.009183999999999,0.014734217011199993
250,74,4,4.1788464,0.0146992814592
250,75,4,3.9164056,0.013399066207999993
250,76,4,3.8520624,0.0120125409024
250,77,4,4.0050128,0.013818809510400001
250,78,4,3.8387839999999995,0.014489098751999996
250,79,4,4.0218528,0.016111398630400005
250,80,4,4.079677599999999,0.01648558089600001
250,81,4,4.017544,0.015102037849600004
250,82,4,3.817464799999999,0.012187990521599999
250,83,4,3.8870632,0.015262232992
250,84,4,4.063096,0.0164407982592
250,85,4,3.9421648000000005,0.0190051673472
250,86,4,4.077908,0.015360677548799995
250,87,4,3.9069912,0.014828478841600004
250,88,4,4.103805599999999,0.016342965305599998
250,89,4,4.1003007999999985,0.016019539251199998
250,90,4,4.138524,0.014302266092800007
250,91,4,4.2045824,0.0131939771008
250,92,4,3.7502808,0.01598310120319999
250,93,4,4.143295999999999,0.013936789286400002
250,94,4,3.9331439999999995,0.015336276096
250,95,4,3.9967824,0.015503887731200006
250,96,4,4.0405272000000005,0.013808592121600002
250,97,4,4.035776,0.015729116595199998
250,98,4,3.9915072,0.01651807535360001
250,99,4,4.054138399999999,0.013486370387199997
500,0,4,3.892492,0.0089729584512
500,1,4,4.065257999999999,0.006799567659200001
500,2,4,3.903886,0.007299245307199999
500,3,4,4.0416848000000005,0.007574568668800003
500,4,4,3.9904880000000005,0.0085695841248
500,5,4,4.0165316,0.007542251816000001
500,6,4,4.165124,0.0085443710944
500,7,4,4.112008400000001,0.0079267464624
500,8,4,4.0743724,0.008908433841599998
500,9,4,3.9830104,0.007437574400000001
500,10,4,4.0429804,0.007875552436800002
500,11,4,3.8918364000000003,0.0083403499472
500,12,4,4.0124216,0.0079681051808
500,13,4,4.058690400000001,0.00831971864
500,14,4,3.9045172,0.0072435040368
500,15,4,4.097291199999999,0.007276251209599999
500,16,4,3.9828680000000007,0.007958020976000001
500,17,4,4.2093332000000006,0.008669785630399999
500,18,4,3.9971536,0.007458715580800001
500,19,4,3.9652156000000005,0.007685573118400001
500,20,4,3.9992079999999994,0.008015657664
500,21,4,4.028786800000001,0.008264421857599999
500,22,4,4.0190744,0.0082783297952
500,23,4,4.041246800000001,0.008207114788799999
500,24,4,3.9269296000000002,0.00852964976
500,25,4,3.8536752,0.007812806832
500,26,4,4.0323024,0.007934586128
500,27,4,3.9616847999999996,0.0074632311391999995
500,28,4,3.9211636,0.008693619566400001
500,29,4,4.0304412,0.0077187416559999986
500,30,4,3.96863,0.007268479505600002
500,31,4,4.019563200000001,0.008317875587199998
500,32,4,3.8679864000000004,0.0073379523904000005
500,33,4,3.8973427999999997,0.008634831617600001
500,34,4,4.1039488,0.0082577796672
500,35,4,4.0416668,0.008291044801599999
500,36,4,3.953921200000001,0.007573560331200002
500,37,4,4.017512,0.008278053455999999
500,38,4,4.093651599999999,0.007594171259200001
500,39,4,3.8589256,0.0079734049408
500,40,4,4.0775879999999995,0.0077087450304
500,41,4,4.1542888,0.007605090368
500,42,4,4.078872400000001,0.007740365272
500,43,4,4.0472656,0.007818343644800002
500,44,4,3.9644072,0.0080780404992
500,45,4,4.0684476,0.006299306231999998
500,46,4,4.184412,0.007912339891200002
500,47,4,3.9966467999999997,0.008240978833600001
500,48,4,4.061227199999999,0.0087578698816
500,49,4,4.008136,0.0072492078528000005
500,50,4,3.8787,0.0071106300544
500,51,4,3.9929808,0.007986113830400002
500,52,4,3.9681044,0.007522140616
500,53,4,3.809028,0.0074239908192
500,54,4,3.9532668,0.007622692363200001
500,55,4,3.9318684,0.0070240368624
500,56,4,4.1358348,0.008683998296
500,57,4,3.8994060000000004,0.0080261519856
500,58,4,3.9462420000000007,0.0075452349712
500,59,4,4.1212740000000005,0.007835055828799998
500,60,4,3.9950336,0.007667802934399999
500,61,4,4.0836848,0.0075522717023999986
500,62,4,3.9560007999999995,0.008732315734400002
500,63,4,3.989996,0.008054196083199999
500,64,4,3.8348148,0.007510776065599999
500,65,4,4.0762644,0.007628500523199999
500,66,4,4.1415744,0.0087854657152
500,67,4,4.0157392000000005,0.007500784393599999
500,68,4,4.0243364,0.008027026088
500,69,4,4.0858708,0.0081066825072
500,70,4,3.944152,0.007576564825599999
500,71,4,4.117114,0.0077997977551999996
500,72,4,4.065954800000001,0.008304626663999998
500,73,4,3.8715452,0.00806799476
500,74,4,4.076014800000001,0.007681338868800002
500,75,4,4.178690399999999,0.0081088190624
500,76,4,4.120026,0.0075551761072
500,77,4,4.0051192,0.007400437366400001
500,78,4,4.1183004,0.008057757649600001
500,79,4,3.9418976,0.007026799619200001
500,80,4,4.0958428,0.009085575176000001
500,81,4,3.983178,0.008947185057600001
500,82,4,4.122131999999999,0.0085778922432
500,83,4,4.0237664,0.0068768067488
500,84,4,4.02382,0.008777015231999998
500,85,4,3.8934128,0.007468102902399999
500,86,4,4.0337692,0.0077684498512
500,87,4,3.996014,0.00804198892
500,88,4,3.9433963999999997,0.007985588420799999
500,89,4,3.9739920000000004,0.007729119295999999
500,90,4,3.93706,0.0080181583808
500,91,4,4.151844399999999,0.007130806030400001
500,92,4,3.8828372,0.0078802090288
500,93,4,4.104563199999999,0.007976250764800002
500,94,4,3.9543884000000005,0.007661242731200002
500,95,4,3.9185396000000003,0.007269647211200002
500,96,4,4.058281200000001,0.008255448075200001
500,97,4,4.067881600000001,0.008431833289600002
500,98,4,4.0821372,0.0080850060144
500,99,4,3.9855872,0.007859474979199999
750,0,4,4.068548533333333,0.005692980884622221
750,1,4,3.9943581333333333,0.004961243995733333
750,2,4,3.984147733333333,0.005401181179733333
750,3,4,3.8869338666666673,0.004900976079644443
750,4,4,4.072540533333333,0.0051577930175999995
750,5,4,4.0261672,0.005440197671111113
750,6,4,4.0736186666666665,0.005491577760711111
750,7,4,3.983765866666667,0.005138119554844443
750,8,4,3.9831888000000006,0.0052447360384
750,9,4,3.9955426666666667,0.005228317244444445
750,10,4,3.949497866666667,0.004904256535466666
750,11,4,4.171318666666666,0.0055187263310222225
750,12,4,3.9539167999999996,0.0052977509276444425
750,13,4,3.9797583999999993,0.005391441174755556
750,14,4,4.072133866666666,0.005448576338488891
750,15,4,4.019056,0.0054037647260444435
750,16,4,4.020355733333334,0.004363046043022222
750,17,4,4.008029333333333,0.005095060084622223
750,18,4,4.046203466666666,0.005127477944177778
750,19,4,3.842056266666666,0.004918928918044444
750,20,4,3.8740536,0.005060021187555557
750,21,4,4.094362666666667,0.005426574061511112
750,22,4,4.0904872,0.0051479859320888895
750,23,4,4.028156,0.004878020608711111
750,24,4,3.9708330666666667,0.005461806289066666
750,25,4,4.029086133333333,0.005784253486222222
750,26,4,4.053783733333333,0.0052002327360000005
750,27,4,3.9625578666666668,0.005000941312
750,28,4,3.9643128000000005,0.005126038346666666
750,29,4,3.9207253333333334,0.005198368201955555
750,30,4,4.0628855999999995,0.005332418336000001
750,31,4,4.029548,0.005010078094933333
750,32,4,3.956645066666667,0.004784708125155556
750,33,4,3.9015496,0.004855020688355556
750,34,4,4.119546666666667,0.0054171033500444435
750,35,4,4.0236032,0.005408591937422222
750,36,4,3.8280423999999997,0.004791385314844444
750,37,4,3.9650309333333333,0.005336665272888889
750,38,4,4.063687466666666,0.005429118910577779
750,39,4,3.9315570666666666,0.005077264286577777
750,40,4,4.033803733333333,0.005334010660977779
750,41,4,4.048960800000001,0.005145194798222222
750,42,4,4.079585866666666,0.005062671147377776
750,43,4,3.9100904,0.004837209650488889
750,44,4,4.0544472,0.005183296036266666
750,45,4,4.0355501333333335,0.0050371869048888894
750,46,4,4.028683466666666,0.0052765409984
750,47,4,3.8980677333333333,0.005138754649599999
750,48,4,4.004205866666666,0.0054155062243555555
