n,T,true_parameter,estimator_mean,estimator_variance
250,0,4,3.6838791269340923,0.4695847302646047
250,1,4,3.570392677818873,-0.039715830797174556
250,2,4,3.8155497096679496,-0.14401656308252087
250,3,4,3.9600200444705616,0.2758441428346875
250,4,4,4.23163349525481,-0.6463076918537144
250,5,4,4.0812113901084235,-0.2308478795539256
250,6,4,4.14417224130749,-0.7306297392380812
250,7,4,3.416095250965302,-0.34525662518609446
250,8,4,3.7590282284962697,0.1978837063277752
250,9,4,3.9595353007018144,0.032765907916199266
250,10,4,3.4873863880647398,-0.05151437252421054
250,11,4,3.9755062441629865,0.5359604568071974
250,12,4,3.945284470760475,0.06609453188986725
250,13,4,3.834269158868174,0.18374045672477202
250,14,4,3.856592119010995,-0.6205795552903024
250,15,4,3.703409584076453,-0.4329250863166859
250,16,4,3.9374934998318047,-0.26475268094031185
250,17,4,4.066470775962144,0.4106188222974321
250,18,4,4.18493617673349,-0.23430571932872934
250,19,4,3.66680828583807,0.5957484293743299
250,20,4,3.746763756448579,0.04115233432545767
250,21,4,3.9421831646999825,0.3372684992793127
250,22,4,4.341734050362836,-0.6021255690883196
250,23,4,3.7938248208217713,0.2709189982067525
250,24,4,4.375675488067781,0.4179404179031262
250,25,4,4.052354544646313,-0.4631161367735791
250,26,4,4.118496418893852,-0.2174927780806437
250,27,4,4.302299373881201,0.041068369992626697
250,28,4,3.9634472367574602,0.10628077046600726
250,29,4,3.61875765789752,0.19492541158496818
250,30,4,4.404967889882723,0.45195332660604787
250,31,4,3.953771942093132,-0.02982739200613227
250,32,4,3.8522305509957047,0.7474529641954348
250,33,4,4.210656908063488,-0.23059289077438305
250,34,4,4.387253334044068,0.4997055781125909
250,35,4,3.7294957587803474,0.260688250325033
250,36,4,3.8928771166431453,0.2947663482500221
250,37,4,4.367375610428767,-0.28288711037803144
250,38,4,3.933984688376744,-0.19033658787468705
250,39,4,3.9024602394585317,-0.0699218919172594
250,40,4,4.206524385054611,0.11376149571083549
250,41,4,4.015302846125992,0.3408356893742561
250,42,4,4.257306110996476,-0.043165673030445995
250,43,4,3.6304606958208283,0.43297519049180627
250,44,4,3.9586367164076544,0.4165492517829227
250,45,4,4.27531937496946,-0.029723278882946402
250,46,4,3.7377424695762147,0.3940383759875824
250,47,4,4.014768978158073,0.2748230151977419
250,48,4,4.039481391512484,0.28866413087162146
250,49,4,4.152864163245019,0.37841595965329344
250,50,4,3.748900670246502,-0.20364935274607698
250,51,4,4.0994615981654725,0.19622401525932665
250,52,4,4.033850216286295,0.1615110474215069
250,53,4,3.858093284108583,0.17835485869089968
250,54,4,3.9856896164487696,0.030018330637959112
250,55,4,3.4769202840532545,-0.34238944030628365
250,56,4,4.0222213397657605,-0.22424257577521145
250,57,4,3.9880400834112564,0.16082933315818232
250,58,4,3.9404040767060704,0.08732885081925407
250,59,4,3.8824193411353694,-0.34536467165705953
250,60,4,3.993270884649154,-0.26012023984059385
250,61,4,3.7935093477774813,-0.2514343376025344
250,62,4,4.086531083569025,-0.5759019698570979
250,63,4,3.8311917632994836,0.028679127898523893
250,64,4,4.172498873410001,0.45376100814324416
250,65,4,3.9622002643235668,-0.0127030919503619
250,66,4,3.8543231195650005,-0.32648862888013674
250,67,4,3.855908761652687,0.12764496139438225
250,68,4,3.9285849718622154,0.12094488608325243
250,69,4,3.608291992608051,0.41547757401032703
250,70,4,4.214703310182238,0.2729931074959615
250,71,4,4.275286268139857,-0.3683427076092076
250,72,4,3.8913802256380396,0.6437130572612533
250,73,4,4.115100083922245,0.07096390420622029
250,74,4,3.9816530205290785,0.17024600804246276
250,75,4,3.8639396947894022,0.19555215776288237
250,76,4,3.7070086828086803,-0.11001870801865316
250,77,4,3.8373158694958116,0.003260375401378246
250,78,4,3.7881310328158335,0.16453432333034046
250,79,4,3.8284984147522367,-0.08502914304506642
250,80,4,4.1648362296743455,0.21653611753402757
250,81,4,4.218059940839291,0.0008770032806780792
250,82,4,3.8212529592721323,0.33984901268646395
